Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,visibility_ratio,Item_MeanPrice_Ratio,specific_price,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_combined_0,Item_Type_combined_1,Item_Type_combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDS04,0.33581423042572195,0.4404351937441553,0.45753196965683973,OUT035,3652.5788,1.0370083606307086,0.989486616462757,0.2435609645274062,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCC18,0.8660315570110153,0.5355979757786132,0.5991220653450958,OUT049,3621.2862,0.9599921590471331,0.9970512083685551,0.14957046993392414,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDN01,0.2584102411431974,0.21279415053895856,0.6139557823822234,OUT018,529.311,1.0645051119581468,0.995642504258462,0.36857615427746176,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDY02,0.2613873176540637,0.44063871188710535,0.9804862851360621,OUT010,1314.955,1.6053341544341655,0.9988575389103206,0.562981927110541,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDV15,0.3420660910985413,0.4415560058956409,0.3076200857051661,OUT017,2804.3496,0.9275067661063496,1.0022537431454013,0.17087564510454198,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDC34,0.6814528133373028,0.5219404971272219,0.5263499242779238,OUT045,3894.93,0.9241603440008779,0.9941673326814024,0.16337555222896827,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDX10,0.10896100029770761,0.3720121330136654,0.013146948366372618,OUT017,388.1614,1.0335903229322816,0.9552450626044408,0.07536483430597107,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCF19,0.5028282226853229,0.09699273974131527,0.07051575902043478,OUT013,583.2408,0.8740008709234882,0.9866126779998928,0.04071853562560351,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDE17,0.9255730872283419,0.1575931622879089,0.5078413096184015,OUT017,3476.1418,1.030563076965809,0.9953837002412346,0.11862500956645797,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDJ08,0.3896993152724025,0.3311048569768292,0.6706098173841589,OUT018,3630.6074,0.9260469387390465,0.9926580332129602,0.3130319834781053,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCN53,0.03691574873474246,0.08237119910103019,0.01781591046458722,OUT013,388.1614,0.874000873522467,1.0102484100730484,0.10534697416924935,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDC16,0.4135159273593331,0.04446525958907536,0.24178432451154167,OUT046,1298.31,1.0,1.0214110457849175,0.12198573971194779,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDO15,0.7261089610002978,0.015475651233582062,0.18002584058295815,OUT018,1404.1722,0.8782920555189356,1.0076561513074245,0.05529083314266083,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDQ23,0.11878535278356644,0.06413583987870064,0.30154364375988973,OUT027,1948.1308,0.9178236990944023,0.9980494122879223,0.2839163666419456,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRF37,0.7558797261089609,0.24841047823192347,0.9775151274371983,OUT013,3418.883,1.28365026363607,0.9975847652073988,0.2745723797393015,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDN40,0.07889252753795772,0.25511575236768474,0.5267854111063572,OUT035,2153.1972,1.1414264056807064,1.010649554539702,0.5040265861058978,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDN24,0.5683239059243821,0.33601837962232495,0.0976475222242596,OUT027,1310.2944,0.917823689164055,1.0063843756616067,0.04409754989606277,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDF16,0.16344150044656147,0.255667242633335,0.4937113325048048,OUT017,3251.7672,0.8796766184753737,0.997701889047203,0.3775577698782871,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDH27,0.150044656147663,0.16890458836342084,0.4742086533694626,OUT049,1150.5024,0.876088764285127,0.9939534120826115,0.3774274807447534,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDY52,0.10777016969336112,0.010320519678433575,0.12081406325340069,OUT017,980.0576,1.0,0.9717043724875435,0.15689282470315496,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCH55,0.702292348913367,0.09522219408665666,0.3986105168795714,OUT027,2783.0440000000003,0.954453971965215,0.987927279613673,0.12164664239961323,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
NCH18,0.28252456088121464,0.12646561555956637,0.9159238772419507,OUT035,1228.401,0.8745633877509663,1.0068459601907416,0.5068627407634199,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
DRC01,0.08127418874665077,0.04805587158893682,0.08098187424023254,OUT013,591.2304,0.9288589959459742,1.0281228369229263,0.13897605894483941,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCO14,0.30038701994641254,0.08024096392960635,0.0480419221862288,OUT035,133.8258,0.8745633894922319,0.9586038705381048,0.056068368051893684,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
DRG39,0.5713009824352486,0.11885580539766713,0.08832063375642621,OUT046,578.5802,0.9990697507464742,0.9823232275618121,0.04065690697434445,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
DRK13,0.43137838642453114,0.3432618965338095,0.7084869846314746,OUT013,3769.7596,0.8740008672779905,0.9993949429330344,0.3078303922896197,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDD41,0.1315867817802917,0.2581840378983502,0.3176617498251262,OUT045,1672.4896,1.0010958855324463,1.0079539874882588,0.28523639661622185,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ19,0.16641857695742784,0.03300594105128669,0.8971249380301394,OUT027,12117.56,1.0279231146433552,1.0019406956444181,0.6381734475218926,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDX58,0.5117594522179221,0.2145112198050436,0.6383956767108775,OUT010,549.285,1.5560143849822752,0.9939219148399489,0.24712089899491382,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDK40,0.14766299493896984,0.05593591453629553,0.9843063450346012,OUT027,6574.775,1.2779762999832158,0.9995780090382025,0.7277622184714534,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDI52,0.8422149449240846,0.3130863742192701,0.38887021304049607,OUT017,490.0288,1.0047208961362695,1.005933761218901,0.09954349670537566,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDT28,0.520690681750521,0.18453071236429824,0.5037419608961691,OUT013,2106.5912,0.9215224132436075,0.9958681868984339,0.19535628336104216,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDH52,0.2896695445072938,0.12492212751055404,0.12830902077433462,OUT017,866.8716,0.9641441951212439,0.9922579895934476,0.09869086044292621,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ38,0.7767192616850254,0.013627150735223378,0.590633043348342,OUT046,2759.0752,0.9222898665650944,0.9889754221542953,0.16293026362654764,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDF12,0.21911283119976177,0.2441977641204835,0.5009270012020456,OUT017,1921.4988,1.0047208971370831,1.007422021542755,0.33499563552578554,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCE06,0.0756177433760048,0.2692830577287928,0.5577261984801255,OUT027,2588.6304,0.8704928809777646,1.0083674539511118,0.5346027117247439,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDO45,0.5117594522179221,0.10602020373057074,0.24786076645681807,OUT049,703.0848,0.9310779333890588,1.0148358550934258,0.10458773407484198,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCS18,0.48198868710925874,0.11921209606970093,0.3187789051198989,OUT045,3751.783,1.0010958795705063,0.9881581293745263,0.1369851381528662,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCE54,0.9612980053587377,0.07197827079156292,0.1780377116313184,OUT045,1504.7079999999999,1.030157485967489,0.9760113226557066,0.03772534465032933,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDB50,0.5028282226853229,0.4628937437705164,0.19316175322073495,OUT045,2648.5524,0.9241603429778052,0.9819573414725141,0.0859970152299698,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ20,0.6874069663590354,0.09482850380792215,0.954359622136653,OUT045,6358.39,0.960076752435274,1.0079888046544432,0.2897353892428323,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDB11,0.6814528133373028,0.17670523873112873,0.8274691169379759,OUT045,4725.8484,0.9315179231712987,1.0042415438904113,0.25369895162897727,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDU22,0.46412622804406073,0.26853692373936205,0.37191424050418,OUT013,3199.8348,1.0,0.9976694574758026,0.16179598335396184,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDY48,0.5623697529026497,0.06236405967989594,0.3049392525585912,OUT018,1948.1308,0.9260469444840604,0.9979572062666889,0.11571958554593678,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCP30,0.9493896993152724,0.08985941128253282,0.03731858959992937,OUT035,1257.0304,0.9988808416911967,1.0100800862855388,0.0054841157642235225,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDD08,0.22298303066388808,0.09781831420072117,0.02869544105562688,OUT035,531.3084,0.8745633866555834,1.0050184096395727,0.059042795649606995,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCG42,0.8719857100327477,0.11611867017121216,0.4195317115905711,OUT049,1038.6480000000001,1.0385722311938737,1.0023106962127688,0.1037211275361492,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCT30,0.27061625483774926,0.23758774691845005,0.06656157257434686,OUT017,850.8924,0.8796766140003235,0.989467431190728,0.07080343872194145,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDT37,0.5713009824352486,0.09748933127575975,0.9516677532614823,OUT013,5355.0294,1.0595531684051385,1.0025505059026554,0.333483708668961,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDU04,0.2009526644834772,0.006103032098917464,0.38561976651793906,OUT049,2924.1936,1.1624589158927718,1.002279415076562,0.2794155683860546,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCH30,0.7469484965763622,0.19573945269055962,0.35270188592112683,OUT046,1245.046,0.9589528560661263,1.0049197898546904,0.10192000722796313,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
DRG37,0.693361119380768,0.04860473575444578,0.5238032176788977,OUT013,1713.7692,0.9573363153576776,0.9963289091321286,0.16018007388619954,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDS13,0.11372432271509375,0.37230717059260426,0.9910865269034086,OUT046,3709.8376,0.9589528573669759,0.9992452499807539,0.7999883399533584,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDQ47,0.15480797856504913,0.5088932527236553,0.013146948366372618,OUT018,670.4606,0.8782920650075144,0.9879336003263676,0.06355812124265875,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDY26,0.9553438523370053,0.08290859216557053,0.769675855184076,OUT035,3599.3148,0.9294568043001391,1.0055700950216173,0.17591377548865966,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDB14,0.9345043167609408,0.30653538731513585,0.2687709254392221,OUT018,652.484,1.0371328153028743,1.0187354638642434,0.06083111100264422,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDV45,0.7261089610002978,0.23181584357309706,0.671760079864719,OUT019,1126.5336,1.6148105850395988,1.00994553399348,0.1961864417394894,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDR23,0.6725215838047036,0.24181668558762065,0.6203225488797888,OUT018,5645.984,0.9630053981876097,1.005724747345928,0.19370142364434517,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCS29,0.2646621018160166,0.2029236191231196,0.9991510978003246,OUT013,3974.8259999999996,0.8740008693673719,1.0068333242725716,0.5692847971602216,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDK33,0.791604644239357,0.02341676255421335,0.7732055905303262,OUT027,4261.12,0.8704928889324156,1.0023949733735313,0.2092557186629741,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDW24,0.13367073533789808,0.10387648709077822,0.07942923211702627,OUT027,1992.7394,0.8704928832053439,1.0115306655014626,0.11545036487128105,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDR08,0.8422149449240846,0.10547830350236478,0.3391304864549165,OUT017,2334.9606,1.0368809393915746,1.0018019868707235,0.08677782690408073,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDB45,0.9702292348913368,0.054607320292626986,0.31256833662707384,OUT013,2299.6732,0.9215224258867487,1.0041468389284824,0.06817369080072491,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDW32,0.8213754093480203,0.2790613616159906,0.22367808949466553,OUT013,1202.4348,0.8740008623445664,0.9759465106172336,0.05889213243091538,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDN21,0.8362607919023519,0.22556259731463557,0.5557491052570815,OUT035,2900.2248,1.024572796299857,1.0053295786658207,0.14332295952803145,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDH56,0.3122953259898779,0.18542927270418272,0.3652792209115172,OUT035,810.9444,0.8745633927734371,1.012773023374633,0.20958346216884083,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDQ07,0.6278654361417089,0.25850941570811187,0.8003263180055552,OUT049,6189.2768,0.923723828920212,0.9961736178604241,0.26224017563226826,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDU58,0.12235784459660615,0.07787953034985164,0.668509633342162,OUT027,2057.9878,1.0319385230664078,1.007411324100049,0.5474715948638299,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDK36,0.15093777910092288,0.011189748049858958,0.07136466122011018,OUT013,1069.2748,1.0363413689873573,0.9912989838586991,0.1038642614190412,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCG18,0.6397737421851741,0.05939337086737501,0.30366589925907816,OUT027,2768.3964,0.9539191445016906,0.9998055481015663,0.10256952039895581,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDQ26,0.5325989877939863,0.19693912789153867,0.11021382148605424,OUT027,2073.967,1.0318822355208512,0.9796580189800188,0.05205131823983349,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRL47,0.9017564751414111,0.10767472070747691,0.40851805445198264,OUT027,1006.6896,1.0227997439583667,1.0133306754379567,0.09753373240096044,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
DRJ11,0.2944328669246799,0.2123524508942449,0.6693474998132416,OUT017,1323.6104,1.0,0.9984737169360124,0.37089996590527746,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDB41,0.8600774039892825,0.2898095246158405,0.07377724127158758,OUT018,614.5334,0.8782920661060024,1.0296159655439394,0.017837913437371067,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCA06,0.9493896993152724,0.4301167506243915,0.02813686340824048,OUT046,183.095,1.1423063278600432,1.0531154097176898,0.003334542281106155,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
NCZ41,0.9106877046740103,0.18772825251199715,0.39890084143186033,OUT045,2127.8968,1.1446229568700046,0.9961235039707246,0.0942119083911436,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCD54,0.9851146174456684,0.07880865874167317,0.48594812188877345,OUT017,1444.786,0.9275067700464971,1.0086100371200224,0.10639545833400815,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDM34,0.8600774039892825,0.1956375520005542,0.4315504689335752,OUT027,3279.065,0.9539191528995425,1.0128739737005286,0.1082103637373742,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDL57,0.6278654361417089,0.19532980261917313,0.9721644968726444,OUT013,5424.9384,0.9215224135261685,1.006702834474018,0.316856759637717,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCD30,0.9017564751414111,0.07158576887701891,0.286430637899069,OUT013,1859.5794,1.0352775481863585,1.0124138235783837,0.06779061418027138,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDH17,0.693361119380768,0.040264740449407935,0.28048832250134137,OUT046,2055.3246,0.9222899011616129,1.0047004689233656,0.08809663434728612,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDD57,0.8064900267936888,0.057942479786648605,0.2768244606075424,OUT035,1332.9316,0.9294568334488048,1.0105877406064052,0.07427208349748005,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDC58,0.33581423042572195,0.11864700426779753,0.047762633362535584,OUT018,878.8560000000001,1.3364786240880082,0.9692432471840484,0.050660156962718146,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDX47,0.1187853527835665,0.09552984187213538,0.5370953283214148,OUT046,2514.0608,0.874728787534758,1.0058632785414203,0.45651077998552264,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDC50,0.6725215838047036,0.41007811647354464,0.2679109875109509,OUT045,1428.141,0.9605050179544772,0.9972536004242132,0.08699201807271412,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCS53,0.5921405180113128,0.2640530915556103,0.535107199369775,OUT027,6021.4952,0.917823691590362,0.9922928363455265,0.18672802763739427,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDY13,0.44924084548972903,0.0821246904980893,0.18666086017562086,OUT018,612.536,0.9260469260913762,0.9899167474057546,0.0923696047454319,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDP44,0.711223578445966,0.2343595956175222,0.29432797506264907,OUT035,1537.9979999999998,0.9294568231213592,0.983601194962461,0.08989594191888067,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDH60,0.9017564751414111,0.42419497177250215,0.7046779604615311,OUT019,392.82199999999995,2.0320273948957133,1.0041845759921828,0.16968464971398578,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDR02,0.7231318844894312,0.1027002774645665,0.33064146445816267,OUT010,222.3772,1.4641166553497842,0.9899364089843388,0.09884400153330822,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDK48,0.1720750223280738,0.10429062277518443,0.19289350012563752,OUT027,2783.7098,1.1658849694355047,1.0199374230747758,0.1756163263435631,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDO24,0.3896993152724025,0.8970431713314835,0.5423228680670157,OUT010,792.302,1.9284042901722098,1.0044837272277178,0.25756413526179334,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDE20,0.40458469782673406,0.0060071348031387,0.5814513171566531,OUT013,2376.906,0.9982382876204445,0.9960048297169645,0.2676798558199529,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDM04,0.2762727002083954,0.1340632188198712,0.0928554693070921,OUT046,768.9989999999999,1.1239534600983305,1.0261634477762571,0.08344120703783939,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCH07,0.5117594522179221,0.48850176984679794,0.5482651834647434,OUT019,316.9208,1.531537196921604,1.010389747774705,0.21422605625263139,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
DRP35,0.8511461744566837,0.26874455634531824,0.40765811652371153,OUT046,3962.8416,0.9222899134490374,0.9971286930228285,0.1032615993757175,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDO11,0.20512057159869007,0.08217014696770866,0.9296294032557098,OUT046,6723.2484,0.8747287995502205,1.0029249232307822,0.6030312862371661,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCM30,0.8660315570110153,0.19617463104139649,0.0453721247682497,OUT046,701.7532,0.9222899181995428,1.0120541181689313,0.010427219322065438,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
DRF27,0.26049419470080376,0.07605826986796381,0.5133481381876958,OUT027,1071.938,0.9178236816142004,0.9979605304368979,0.3129263348008944,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
NCR18,0.6725215838047036,0.05176377413383721,0.05569307771190299,OUT027,767.0016,0.994231720995157,1.0271763013400808,0.022732925895516128,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDS48,0.6308425126525752,0.07410354007842895,0.5016197053969806,OUT027,3159.8868,1.0554744337713249,0.9938826045210212,0.16663457305589352,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDO32,0.10747246204227451,0.36068492878666014,0.0645844793513029,OUT049,652.484,0.9310779324454015,1.0089188003490384,0.11461155321963926,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCP05,0.8958023221196785,0.06728393668728087,0.5110917561409586,OUT017,2884.2456,1.3557432780011236,1.0014670052906078,0.1233232397730093,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDF44,0.15570110151830907,0.17198674327408187,0.4232066092129658,OUT027,4828.3816,0.9251308103831208,0.9995760812133436,0.3378326741793553,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDX56,0.7469484965763622,0.21699892169803695,0.7545628493232551,OUT046,3520.0846,1.027776803681613,1.0084142864508228,0.21470765263085712,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDE46,0.8362607919023517,0.03730918634766579,0.5069924074187262,OUT027,906.8196,0.9178236838659609,0.9927553699173983,0.13074230722599414,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDQ09,0.15957130098243527,0.16709755438651855,0.34802188809431645,OUT027,4376.9692,1.022855025993376,0.989614177366167,0.2846151375067526,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCB54,0.25037213456385826,0.1429619361716047,0.4051114099246854,OUT013,639.168,0.9215224109359671,0.9927757135854184,0.26036594758178133,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCV18,0.13218219708246504,0.31295006330502245,0.22468318969908116,OUT035,3162.55,0.9221155180256484,1.0085148844170964,0.21889959177581544,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NCG55,0.6963381958916344,0.10969995189587958,0.36005168116591624,OUT049,2633.9048,1.1443409420207198,1.0061739039262563,0.11121846595197504,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDV14,0.9106877046740103,0.12596157365895333,0.2470118642571427,OUT035,1054.6272,0.9221155294792669,1.0201400837827486,0.057488112406407436,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDT31,0.9047335516522774,0.027286926069739433,0.6735920108116185,OUT013,3781.744,0.8740008420470836,1.0059833567372596,0.16161408477231043,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
